qid,query,docno,text,biased_rank,debiased_rank,source,from,selected_in_turn
806694,what is the average pay scale in massachusetts for a sonographer,msmarco_passage_68_793393632,"While ZipRecruiter is seeing hourly wages as high as $56.73 and as low as $19.71, the majority of Sonographer wages currently range between $30.05 (25th percentile) to $46.15 (75th percentile) across the United States. The average pay range for a Sonographer varies greatly (by as much as $16.11), which suggests there may be many opportunities for advancement and increased pay based on skill level, location and years of experience.",2,2,position diff: 0,both,2
806694,what is the average pay scale in massachusetts for a sonographer,msmarco_passage_03_862597299,"Diagnostic Sonographer Salary in Massachusetts - MA. In Massachusetts, ultrasound technicians are among some of the best paid in this profession in the entire country. In fact, the average diagnostic sonographer salary in Massachusetts is $78,460 per year, much higher than the national average of $63,640.",3,3,position diff: 0,both,3
806694,what is the average pay scale in massachusetts for a sonographer,msmarco_passage_35_352621632,"Ultrasound Technician Salary in Massachusetts. For diagnostic medical sonographers in Massachusetts, their median annual salary in 2013 was $80,500; much higher than the national median of $66,400. Ultrasound technicians who were in the top 10% of earners averaged an annual salary of $101,700 while those in the bottom 10% earned $54,600.",4,4,position diff: 0,both,4
806694,what is the average pay scale in massachusetts for a sonographer,msmarco_passage_68_780410013,"The average pay range for an Entry Level Diagnostic Medical Sonographer varies greatly (by as much as $43,500), which suggests there may be many opportunities for advancement and increased pay based on skill level, location and years of experience.",5,5,position diff: 0,both,5
806694,what is the average pay scale in massachusetts for a sonographer,msmarco_passage_50_490428375,"Average salary for sonographers. According to Indeed, sonographers earn a national average salary of $26,859 per year. This average tends to vary, though, depending on a variety of factors. Education level can play a role in a sonographer's income average, with sonographers who hold an associate's degree likely earning less than sonographers who hold a bachelor's degree.",6,6,position diff: 0,both,6
806694,what is the average pay scale in massachusetts for a sonographer,msmarco_passage_06_80537254,"It was followed by Oregon at $81,010 and Washington at $79,980. Massachusetts ranked fourth, with an average salary of $78,450 per year. The lowest-paying state was Alabama, where medical sonographers earned an average of $47,540 per year. 00:00. 00:02 09:16.",7,17,position diff: -10,biased,7
806694,what is the average pay scale in massachusetts for a sonographer,msmarco_passage_28_60089520,"A: In 2019, diagnostic medical sonographers earned an average salary of $36.44 per hour. Q: What is the salary for a diagnostic medical sonographer in California?",8,7,position diff: 1,unbiased,8
806694,what is the average pay scale in massachusetts for a sonographer,msmarco_passage_68_784630774,"The average pay range for a Diagnostic Medical Sonographer varies greatly (by as much as $4,000), which suggests there may be many opportunities for advancement and increased pay based on skill level, location and years of experience. Based on recent job postings on ZipRecruiter, the Diagnostic Medical Sonographer job market in both Boydton, VA and the surrounding area is very active.",9,8,position diff: 1,unbiased,9
818583,what is the difference between the range rover and the range rover sport,msmarco_passage_38_498013421,"What’s the difference between a Range Rover Sport and a Range Rover? The Sport is a midsize luxury SUV with the option of three seating rows. The Range Rover is a full-size luxury SUV with seating for five or, if the client wanted, a 4-seater arrangement.",1,1,position diff: 0,both,1
818583,what is the difference between the range rover and the range rover sport,msmarco_passage_14_602333503,"Range Rover Sport vs. Range Rover. There are two major differences between the Range Rover and Range Rover Sport. The first is seating space. The Range Rover is offered in five- and four-seat configurations only, while the Range Rover Sport is available in five- and seven-seat layouts. The second is price.",2,2,position diff: 0,both,2
818583,what is the difference between the range rover and the range rover sport,msmarco_passage_14_602257483,"Land Rover Range Rover vs. Range Rover Sport. The Range Rover Sport has a lot in common with the larger Range Rover, from its styling and engine options to its driving dynamics and convenience features. There are two key differences though: price and seating accommodations.",3,3,position diff: 0,both,3
818583,what is the difference between the range rover and the range rover sport,msmarco_passage_38_492156110,The Land Rover Range Rover has long been a standard-bearer in luxury utility vehicles and that reputation holds up in 2020. One of the biggest differences between the Range Rover and the Range Rover Sport is that the Sport model has an available third row of seats and the standard Range Rover does not.,4,5,position diff: -1,biased,4
818583,what is the difference between the range rover and the range rover sport,msmarco_passage_38_494079979,"The full-size Range Rover also retains its pop-up circular gear selector knob, while the Sport uses a more traditional gear lever. In back, there’s an even bigger difference between the Range Rover and the Sport: the number of seats. While the all-new 2014 Range Rover Sport now offers available 3-row seating, the Range Rover still only offers two rows.",6,4,position diff: 2,unbiased,5
818583,what is the difference between the range rover and the range rover sport,msmarco_passage_44_757711640,"Land Rover Range Rover Sport vs. Land Rover Range Rover Velar. While the Range Rover Sport is a midsize SUV with seating for up to seven, the Land Rover Range Rover Velar is a two-row that splits the difference between the compact and midsize segments. As such, it's quite a bit less expensive than the Sport, and it offers more fuel-efficient engines.",5,6,position diff: -1,biased,6
818583,what is the difference between the range rover and the range rover sport,msmarco_passage_07_548630868,"Land Rover Range Rover Sport – The difference between this model and the classic Range Rover is that the Sport model focuses more on the performance on Corpus Christi roads and beyond. Land Rover Range Rover Velar – The Velar award-winning design led it to be described by Land Rover as its most avant-garde model, with a sleek and modern look.",7,8,position diff: -1,biased,7
818583,what is the difference between the range rover and the range rover sport,msmarco_passage_44_757676816,"Land Rover Range Rover Sport vs. Land Rover Range Rover Velar. While the Range Rover Sport is a midsize SUV with seating for up to seven, the Land Rover Range Rover Velar is a two-row that splits the difference between the compact and midsize segments.",8,7,position diff: 1,biased,8
818583,what is the difference between the range rover and the range rover sport,msmarco_passage_38_492112529,16. 2021 Land Rover Range Rover Sport PHEV. The Range Rover Sport is a dynamic luxury SUV with fantastic off-road capabilities. The plug-in hybrid version of the Range Rover Sport has the same range and MPGe rating as the more expensive Range Rover PHEV. Find a Land Rover Range Rover Sport PHEV for sale.,9,10,position diff: -1,biased,9
832573,what is the methylmalon a c test,msmarco_passage_24_205403578,"Establishing the specific subtype of methylmalonic acidemia requires cellular biochemical studies (including C 14 propionate incorporation and B12 responsiveness, complementation analysis, and cobalamin distribution assays) and molecular genetic testing.",1,1,position diff: 0,both,1
832573,what is the methylmalon a c test,msmarco_passage_48_735882301,"What is the purpose of the test? Methylmalonic acid is a compound that reacts with vitamin B-12 to produce coenzyme A (CoA). Coenzyme A is essential to normal cellular function. When vitamin B-12 deficiencies occur, methylmalonic acid levels increase.",2,2,position diff: 0,both,2
832573,what is the methylmalon a c test,msmarco_passage_36_760432315,"Those tests that provide the highest yield of abnormality are blood glucose, serum B 12 with metabolites (methylmalonic acid with or without homocysteine), and serum protein immunofixation electrophoresis (Level C).",3,3,position diff: 0,both,3
832573,what is the methylmalon a c test,msmarco_passage_36_856824266,"Methylmalonate Test - More Information. The methylmalonic acid test, also known as a methylmalonic acid blood test, methylmalonate lab test and an MMA level test, measures the methylmalonic acid blood level.",4,4,position diff: 0,both,4
832573,what is the methylmalon a c test,msmarco_passage_20_44541310,"Methylmalonic acid. Except where otherwise noted, data are given for materials in their standard state (at 25 °C [77 °F], 100 kPa). ?) Methylmalonic acid ( MMA) ( conjugate base methylmalonate) is a dicarboxylic acid that is a C - methylated derivative of malonate .",5,7,position diff: -2,biased,5
832573,what is the methylmalon a c test,msmarco_passage_24_205383441,Methylmalonic acid test. The methylmalonic acid blood test measures the amount of methylmalonic acid in the blood. The methylmalonic acid test may be used to help diagnose an early or mild vitamin B12 deficiency. It may be ordered by itself or along with a homocysteine test as a follow-up to a vitamin B12 test result that is in the lower end of the normal range.,7,5,position diff: 2,unbiased,6
832573,what is the methylmalon a c test,msmarco_passage_66_363021488,Methylmalonic Acid (MMA) Serum Test. This Methylmalonic Acid Serum Test is used to diagnose megaloblastic anemia; elevated levels of methylmalonic acid provide an early indication of cobalamin (B 12) deficiency. Quest. LabCorp. Test Code: 34879. Also Known As: MMA. Methodology: Mass Spectrometry (MS) Preparation: No special preparation required.,6,9,position diff: -3,biased,7
832573,what is the methylmalon a c test,msmarco_passage_24_205385166,"Methylmalonic acid is a very sensitive test in indicating a B12 deficiency. It is more specific than homocysteine and is the confirmatory test of choice for a B12 deficiency. Occasionally, specialized methylmalonic acid testing may be ordered to help diagnose methylmalonic acidemia, a rare inherited metabolic disorder.",10,6,position diff: 4,unbiased,8
832573,what is the methylmalon a c test,msmarco_passage_44_616052972,"The Methylmalonic Acid Test. If you are persuasive or you happen to have an excellent clinician, they might do a Methylmalonic Acid Test, also called an MMA. This test is better than the Vitamin B 12 levels, and can detect low vitamin B12 levels as soon as 10 DAYS after the deficiency actually starts!",8,11,position diff: -3,biased,9
835760,what is the name of the triangular region at the base of the bladder,msmarco_passage_15_588172240,"The inferior portion of the bladder has a triangular-shaped area at the base of the bladder called the trigone (Greek tri – = “triangle” and the root of the word “trigonometry”). This area serves as a funnel, to allow complete drainage of the bladder into the urethra. Figure 3.",1,1,position diff: 0,both,1
835760,what is the name of the triangular region at the base of the bladder,msmarco_passage_29_482632351,"There is a triangular area, called the trigone, formed by three openings in the floor of the urinary bladder. Two of the openings are from the ureters and form the base of the trigone.",2,2,position diff: 0,both,2
835760,what is the name of the triangular region at the base of the bladder,msmarco_passage_04_156883639,What is The triangular area on the floor of the urinary bladder with an opening at each of its angles? - Answers. trigoneThe trigone is the name of the area of the bladder located between the openings of the ureters and urethra.trigoneThe trigone is a triangular region at the base of the bladder where the ureters enter ad the urethra exits.Trigonetripod?It's called the Trigone.,3,3,position diff: 0,both,3
835760,what is the name of the triangular region at the base of the bladder,msmarco_passage_28_781805823,FIG. 45-5 Urinary bladder of a male. The trigone is the triangular area formed by the two ureteral openings and the bladder neck at the base of the bladder. The trigone is affixed to the pelvis by many ligaments and does not change its shape during bladder filling or emptying.,4,5,position diff: -1,biased,4
835760,what is the name of the triangular region at the base of the bladder,msmarco_passage_46_424085011,urinary bladder. Definition. hollow expandable fu that acts as a temp. reservoir for urine. has small folds called rugae that expand as the bladder fills. A triangular area at the base of the bladder called the trigone is delineated by the openings of the ureters and the urethra. Base of trigone forms the urethra.,7,4,position diff: 3,unbiased,5
835760,what is the name of the triangular region at the base of the bladder,msmarco_passage_12_833050844,"It has an outer adventitial layer and inner urothelial layer. The trigone, a triangular area, forms the base of the bladder. The three corners of the trigone correspond to the orifices of the ureters and the bladder neck (opening of the urethra) ( Figure 6-5 ).",5,7,position diff: -2,biased,6
835760,what is the name of the triangular region at the base of the bladder,msmarco_passage_22_465100299,"What is the triangular region on the posterior of the urinary bladder called? On the superior surface, the outer layer of the bladder wall is parietal peritoneum. There is a triangular area, called the trigone, formed by three openings in the floor of the urinary bladder.",6,6,position diff: 0,biased,7
835760,what is the name of the triangular region at the base of the bladder,msmarco_passage_30_848266581,"The bladder has a triangular shape with a posterior base (a.k.a. fundus), an anterior apex and an inferior neck with two inferolateral surfaces. It is lined with a rough, trabeculated transitional cell epithelium except at the trigone. The trigone is a triangular area of smooth mucosa found on the internal surface of the base.",8,12,position diff: -4,biased,8
835760,what is the name of the triangular region at the base of the bladder,msmarco_passage_08_318648522,"At the bottom of the bladder is a triangular-shaped region known as the trigone. Urine enters the bladder from the ureters at the uppermost aspect of the trigone, and leaves the bladder via the urethra at the lowermost aspect of the trigone.",9,9,position diff: 0,biased,9
845121,what is the sacraments of service in the catholic church,msmarco_passage_18_309798117,"Sacraments. Main article: Sacraments (Catholic Church) Sacraments in the Catholic Church are efficacious signs, perceptible to the senses, of grace. According to the Church's theology, they have been instituted by Christ and entrusted to the Church, and through them divine life is bestowed on us.",1,1,position diff: 0,both,1
845121,what is the sacraments of service in the catholic church,msmarco_passage_52_246108062,"Seven Sacraments. There are seven sacraments which are practiced in the Catholic church. Three are about initiation into the church (baptism, confirmation, and communion), two are about healing (confession and anointing of the sick), and two are sacraments of service (marriage and holy orders).",2,2,position diff: 0,both,2
845121,what is the sacraments of service in the catholic church,msmarco_passage_34_59598021,The 7 Sacraments of the Catholic Church: (1) the Sacraments of Christian Initiation. Baptism. Confirmation. Eucharist. (2) the Sacraments of Healing. Penance/Reconciliation. Anointing of the Sick. (3) the Sacraments at the Service of Communion (& the Mission of the Faithful),3,3,position diff: 0,both,3
845121,what is the sacraments of service in the catholic church,msmarco_passage_01_649801203,"The Sacraments at the Service of Communion. The last group of sacraments are the Sacraments at the Service of Communion—Holy Orders and Matrimony. The Catechism of the Catholic Church states: Baptism, Confirmation, and Eucharist are sacraments of Christian initiation.",4,4,position diff: 0,both,4
845121,what is the sacraments of service in the catholic church,msmarco_passage_39_391065769,25 Jan. The Sacrament of Penance (or Sacrament of Reconciliation or Confession) is one of the seven sacraments in the Roman Catholic Church. Roman Catholic Church doctrine states that the Sacrament of Penance was instituted by the Lord Jesus Christ through his disciples in order to bring about spiritual healing for the wounded soul.,5,5,position diff: 0,both,5
845121,what is the sacraments of service in the catholic church,msmarco_passage_14_661014156,"What is a sacrament? The Catechism of the Catholic Church gives a basic definition of a sacrament. The sacraments are efficacious signs of grace, instituted by Christ and entrusted to the Church, by which divine life is dispensed to us.",6,7,position diff: -1,biased,6
845121,what is the sacraments of service in the catholic church,msmarco_passage_06_611756102,"The Roman Catholic Church teaches there are seven sacraments: baptism, confirmation, holy communion, confession, marriage, holy orders, and the anointing of the sick. According to the Catholic Church, these sacraments “are efficacious signs of grace, instituted by Christ and entrusted to the Church, by which divine life is dispensed to us.",8,6,position diff: 2,unbiased,7
845121,what is the sacraments of service in the catholic church,msmarco_passage_16_135625020,"Most Catholics know the names of the sacraments, but they might not know the definition of a sacrament. The Catechism of the Catholic Church (CCC) defines sacraments as “efficacious signs of grace, instituted by Christ and entrusted to the Church, by which divine life is dispensed to us” (1131).",7,8,position diff: -1,biased,8
845121,what is the sacraments of service in the catholic church,msmarco_passage_34_450950632,"Various sacraments that are usually undertaken by majority of practicing Catholics, are of importance to many Catholics and are celebrated by the individual, the church and the extended community. The 7 Sacraments of the Catholic Church include: Baptism.",9,11,position diff: -2,biased,9
935353,when and where did the battle of manassas take place,msmarco_passage_01_116824619,"The Second Battle of Manassas (or the Second Battle of Bull Run) was fought near Manassas on August 28–30, 1862. At that time, Manassas Junction was little more than a railroad crossing, but a strategic one, with rails leading to Richmond, Virginia, Washington, D.C., and the Shenandoah Valley. Despite these two Confederate victories, Manassas Junction was in Union hands for most of the war.",1,1,position diff: 0,both,1
935353,when and where did the battle of manassas take place,msmarco_passage_45_272090219,"July 16, 1861. Union general Irvin McDowell begins his advance against Confederates guarding Manassas Junction. July 21, 1861. The First Battle of Manassas is fought near Manassas Junction in northern Virginia, where the Orange and Alexandria Railroad met the Manassas Gap Railroad.",2,2,position diff: 0,both,2
935353,when and where did the battle of manassas take place,msmarco_passage_27_782235490,"July 21, 1861. Battle of Bull Run. The Battle of Bull Run takes place near Manassas, Virginia. Confederate General Beauregard defeats the Union forces under General Irvin McDowell. Confederate General Thomas J. Jackson is nicknamed “Stonewall” for his firm stand at a crucial moment in the battle.",3,4,position diff: -1,biased,3
935353,when and where did the battle of manassas take place,msmarco_passage_03_399019105,"First Battle of Bull Run. The first big land battle of the American Civil War took place near Manassas in Prince William County in Virginia on July 21, 1861. This episode is called the First Battle of Bull Run and is also known as First Manassas, the latter being the name the Confederates used. The battle came about as a result of a Union drive to try and take Richmond, Virginia, the capital of the Confederate states, as it was felt that taking the city would mean an early end to the uprising.",4,3,position diff: 1,unbiased,4
935353,when and where did the battle of manassas take place,msmarco_passage_17_642045950,"July–September. July 13 – American Civil War: The Battle of Corrick's Ford takes place in western Virginia. July 21 – American Civil War – First Battle of Bull Run aka First Manassas: At Manassas Junction, Virginia, the first major battle of the war ends in a Confederate victory.",5,5,position diff: 0,both,5
935353,when and where did the battle of manassas take place,msmarco_passage_66_440740118,"First Battle of Bull Run. Also known as the Battle of Manassas this took place near Manassas in Prince William County, Virginia. The battle centered on the railroad. Both sides knew control of the railroads was vital.",6,6,position diff: 0,both,6
935353,when and where did the battle of manassas take place,msmarco_passage_01_116824152,"History. In July 1861, the First Battle of Manassas —also known as the First Battle of Bull Run—was fought nearby, the first major land battle of the American Civil War. Manassas commemorated the 150th anniversary of the First Battle of Manassas on July 21–24, 2011. Fencing at Manassas Battlefield.",7,12,position diff: -5,biased,7
935353,when and where did the battle of manassas take place,msmarco_passage_34_806832578,"May 21. The Confederacy names Richmond, Virginia as their Capital. Jul 21. First Battle of Bull Run (aka First Battle of Manassas by the Confederates); it was the first land battle of major proportions in the Civil War. The battle took place near the city of Manassas in Prince William County, Virginia.",8,7,position diff: 1,unbiased,8
935353,when and where did the battle of manassas take place,msmarco_passage_49_225979544,"Contents. Prelude to the First Battle of Bull Run (Manassas) Battle Begins at Bull Run. The “Rebel Yell” at Bull Run (Manassas) Who Won The Battle of Bull Run (Manassas)? The First Battle of Bull Run, also known as the Battle of Manassas, marked the first major land battle of the American Civil War. On July 21, 1861, Union and Confederate armies clashed near Manassas Junction, Virginia.",15,8,position diff: 7,unbiased,9
935964,when are whales most active for whale watching in massachusetts,msmarco_passage_54_800252753,"The best time for whale watching in Massachusetts is in the warmer months, typically from April to October, although whales have been spotted in waters around Massachusetts as early as mid-March and as late as early November.",1,1,position diff: 0,both,1
935964,when are whales most active for whale watching in massachusetts,msmarco_passage_03_424881978,"Whale Watching Season. The best time for whale watching in Massachusetts is from April to October, though whales dwell in Bay State waters as early as mid-March and as late as early November. Whales migrate to Massachusetts to feed on mackerel, herring, krill and other schooling fish that breed in these nutrient-rich waters.",2,2,position diff: 0,both,2
935964,when are whales most active for whale watching in massachusetts,msmarco_passage_67_44904878,"The Boston whale watching season runs from late March to mid-November. The best time for whale watching is between May and October. During these months, sightings are practically guaranteed. Each summer, the whales migrate to Massachusetts and back to warmer water when the weather gets colder again in October/November.",3,3,position diff: 0,both,3
935964,when are whales most active for whale watching in massachusetts,msmarco_passage_31_370485379,"Whale-watching season. Whale-watching season in Massachusetts starts in April and runs into October. Some popular tours, such as whale-watching sunset cruises, are only available during the high season from June to August. Meanwhile, charter cruises are available from mid-March into November.",4,6,position diff: -2,biased,4
935964,when are whales most active for whale watching in massachusetts,msmarco_passage_35_61731466,"Maryellen Cicione, Leaf Group Updated March 22, 2018. Spring and summer are the best times for whale watching in Massachusetts. (Photo: whale's tail image by Xavier MARCHANT from Fotolia.com ) If you love marine life, consider whale watching off the coast of Massachusetts, which is known to have some of the best whale watching opportunities in the world.",5,4,position diff: 1,unbiased,5
935964,when are whales most active for whale watching in massachusetts,msmarco_passage_08_318054068,"Whale watching tour along the coast of Massachusetts. Whale watching is without a doubt, one of the best things to do in the northeast US when traveling between the months of April and October. There are dozens of places where you can enjoy a whale watching experience such as Portland ME, Portsmouth NH, Cape May NJ, Cape Cod Mass CT.",6,5,position diff: 1,unbiased,6
935964,when are whales most active for whale watching in massachusetts,msmarco_passage_03_806530124,Whale Watching Season. Cape Cod's whale watch season begins in mid-April as hundreds of the gentle giants migrate to their summer feeding grounds off the Massachusetts coast. Northern Right Whale. (Photo Courtesy: NOAA Teacher at Sea Program.,7,7,position diff: 0,unbiased,7
935964,when are whales most active for whale watching in massachusetts,msmarco_passage_35_61733187,"Whales feed off the coasts of Boston, the North Shore area and Cape Cod and the Islands during certain times of the year. Whale watch charters throughout coastal Massachusetts roll out opportunities to see whales breaching and spouting up close. With such a large whale population in Massachusetts waters, chances are high that visitors will spot several different types of species during popular whaling times.",11,8,position diff: 3,unbiased,8
935964,when are whales most active for whale watching in massachusetts,msmarco_passage_31_370489867,"Massachusetts. Massachusetts is a top whale-watching destination in the United States and the world. In just about 40 km (25 mi) off the coast, one can see pods of humpback, fin, sperm, and pilot whales. Sei, right and blue whales have been also spotted occasionally. Whales migrate to New England due to an abundance of mackerel, herring, and krill in its waters during warmer times.",9,9,position diff: 0,unbiased,9
952262,when is the best time to do a home pregnancy urine test,msmarco_passage_04_375241745,What about an at-home urine test? The best time to take an at-home pregnancy test is first thing in the morning and with your first morning urine. This is when the urine is most concentrated and has the highest level of the pregnancy hormone hCG.,1,1,position diff: 0,both,1
952262,when is the best time to do a home pregnancy urine test,msmarco_passage_54_265700064,"Read the test instructions carefully before using the home pregnancy test kit all by yourself. The best time to take the pregnancy test is during the early morning. During the morning, the urine remains concentrated, and the presence of hCG is typically high.",2,2,position diff: 0,both,2
952262,when is the best time to do a home pregnancy urine test,msmarco_passage_38_632156574,"The best time of day to take a home pregnancy test is first thing in the morning. The hCG in your urine will be more concentrated at that time. If you want to take the test later in the day, be sure to limit the liquids you drink before you use the pregnancy test. The pregnancy hormone will be more concentrated at this point.",3,3,position diff: 0,both,3
952262,when is the best time to do a home pregnancy urine test,msmarco_passage_42_857904295,Urine tests. When you think you might be around 5 weeks pregnant (5 weeks after the beginning of your last period) - when you have missed your next period and you’ve been sexually active - it could be a good time to do a home pregnancy test. Pregnancy tests measure the amount of a hormone called human chorionic gonadotropin (HCG).,4,5,position diff: -1,biased,4
952262,when is the best time to do a home pregnancy urine test,msmarco_passage_11_8858858,"It's best to do the home pregnancy test first thing in the morning, when your urine is most concentrated and hCG levels are highest. As a rule of thumb or if you have irregular periods, you should wait 3 weeks after sex to take a pregnancy test. However, if you are in a hurry, most tests will work after 2 weeks (approximately when your period is due).",5,4,position diff: 1,unbiased,5
952262,when is the best time to do a home pregnancy urine test,msmarco_passage_40_515445277,"The best time to take it is after a missed period. Home pregnancy tests measure a hormone called human chorionic gonadotropin (hCG) in the urine. However, take note that urine has fewer measurable hormones than blood. It’s not the most accurate pregnancy test.",6,7,position diff: -1,biased,6
952262,when is the best time to do a home pregnancy urine test,msmarco_passage_48_749209638,"This offers hCG levels sufficient time to rise high enough to register on the home pregnancy test. The time of the day. Remember, morning tends to be the best time to take home pregnancy tests, because hCG levels in urine are concentrated after a night without much drinking and peeing. If you’re still very early in your pregnancy and hCG levels are only starting to rise, it may be wise not to test at night.",7,6,position diff: 1,unbiased,7
952262,when is the best time to do a home pregnancy urine test,msmarco_passage_48_753200302,"Several factors can affect the accuracy of the home urine pregnancy test: the type of test or brand, error in interpreting the results, female cycle length, and interference from another diagnosis or treatment are a few examples. The best time to take a home pregnancy test is at the time of a missed menstrual cycle.",8,11,position diff: -3,biased,8
952262,when is the best time to do a home pregnancy urine test,msmarco_passage_55_297870367,"Although most home pregnancy tests may be used any time, it is ideal to take it at early morning, when you first urinate, because urine is more concentrated and there is a better chance that a larger amount of hCG hormone is present. Sensitivity of pregnancy test.",11,8,position diff: 3,unbiased,9
952284,when is the best time to fish with a crawfish color bait,msmarco_passage_30_313376847,"Best Time To Catch Crawfish. If we want to find the right time to catch fish, we must first identify the right season. Crawfish prefer hot water, so it is the best time to catch crawfish during the summer. April to October is the best time to catch crawfish, as it is the hot season.",1,1,position diff: 0,both,1
952284,when is the best time to fish with a crawfish color bait,msmarco_passage_22_850847499,3 Best Seasons to Catch Bass Using Crawfish Baits. Written by Eric Matechak in Bass Fishing. Crawfish are an important food source for bass on most bodies of water and craw-patterns can be a great option to catch big bass. There are specific windows where craw baits will yield you the best results. What is the best time of year to fish with crawfish baits and lures for bass?,2,2,position diff: 0,both,2
952284,when is the best time to fish with a crawfish color bait,msmarco_passage_32_132398653,"The Best Wiggle Wart Colors. As far as colors are concerned, you won’t need all 3 + colors offered by Storm. You need just a few to be covered for most fishing conditions. In the spring, it is important to have some sort of crawfish-red colored bait.",3,3,position diff: 0,both,3
952284,when is the best time to fish with a crawfish color bait,msmarco_passage_38_844695644,"Fall is the best. When fall arrives and you're throwing a shad imitation, revisit the rocks you fished in the spring with a crawfish bait. The fall mating cycle is actually the most intense, and often is completely ignored by bass anglers. The process can be especially intense in southern latitudes.",4,7,position diff: -3,biased,4
952284,when is the best time to fish with a crawfish color bait,msmarco_passage_11_288630511,"When to Make Lure Adjustments. In clear water, lighter, more translucent lure colors seem to. work best. Besides water clarity, time of year and preferred forage should also be considered in choosing lure color. For instance, crawfish are a main menu item on many Southern lakes in the pre-spawn, and unless the water is muddy, a crawfish-pattern crankbait like the customer top rated Rebel Crawfish bait or a brown/brown jig-and-pig emulate this natural prey.",6,4,position diff: 2,unbiased,5
952284,when is the best time to fish with a crawfish color bait,msmarco_passage_30_313413887,"Time of The Day. It is essential to know about the exact time and When is the Crawfish season for better fishing. In this section, we will explore the crawfishing timeline and the best moments to nail this impressive seafood delicacy for you, your business, or your best parties yet.",5,6,position diff: -1,biased,6
952284,when is the best time to fish with a crawfish color bait,msmarco_passage_36_726687505,"Food Sources. Be aware of the primary food source of the fish. The more you know about the bait, the more likely you are to properly imitate the food source. Knowing what time of year the crawfish have hard red shells versus soft green shells may help you choose lures and colors for the day.",8,5,position diff: 3,unbiased,7
952284,when is the best time to fish with a crawfish color bait,msmarco_passage_23_513988962,"Harvest the Crawfish. This usually begins in November during a warm year, but can take place as late as February. This is when you take your specialized crawfish boat out onto the field and begin catching the crawfish with bait – either fish or manufactured pellets.",7,8,position diff: -1,biased,8
952284,when is the best time to fish with a crawfish color bait,msmarco_passage_67_105579985,"Trout actively pursue whatever their home range allows, and when the time is right, crawfish are one of the best bait you can use to catch them. 4. Catfish. Outdoor Channel. Channel cats in particular will fill their bellies on crawfish, but virtually any catfish will slurp them down.",9,10,position diff: -1,biased,9
975079,where does the welsh language originate from,msmarco_passage_34_122507568,"Welsh originates from the Celtic language spoken by the ancient Britons. Before the Roman invasion Celtic languages were spoken across Europe as far as Turkey. Celtic language came to Britain around 600BC, with one version evolving into Brythonic which formed the basis of Welsh, Cornish and Breton. When the Anglo-Saxons colonised Britain, Brythonic speakers were split up into those in northern England speaking Cumbric, those in the south-west speaking an early version of Cornish, and those speaking primitive Welsh.",1,1,position diff: 0,both,1
975079,where does the welsh language originate from,msmarco_passage_68_160730821,The Welsh people are a nation and an ethnic group native to Wales. The Welsh language belongs to the Insular Celtic family and has historically been spoken mostly in Wales. The origin of the Welsh nation can be traced to the late 4th and early 5th century after the departure of the Romans. Welsh people refer to the people from Wales and also the people of Welsh ancestry who are perceived to be sharing cultural heritage and ancestral origin.,2,2,position diff: 0,both,2
975079,where does the welsh language originate from,msmarco_passage_19_577300446,"Main articles: Welsh English and Welsh language. Further information: Languages of Wales. Bilingual road markings near Cardiff Airport, Vale of Glamorgan. Welsh (Cymraeg) emerged in the 6th century from Brittonic, the common ancestor of Welsh, Breton, Cornish, and the extinct language known as Cumbric.",3,3,position diff: 0,both,3
975079,where does the welsh language originate from,msmarco_passage_04_428426158,"The history of the Welsh language. Welsh (Cymraeg) is the oldest language in Britain dating back possibly 4,000 years. The majority of European languages, including Welsh, evolved from a language now called Indo-European, which developed into nine different language groups, one of which was Celtic. In turn, Celtic developed its own family of languages.",4,4,position diff: 0,both,4
975079,where does the welsh language originate from,msmarco_passage_39_7640982,"The Welsh today are descended from many people. Celtic tribes from Europe came to settle the whole of the British isles around 500-100 BC, alongside the original Iron Age population. It was their language which sowed the seeds of the modern Welsh language.",5,5,position diff: 0,both,5
975079,where does the welsh language originate from,msmarco_passage_06_135432401,"This article contains interesting facts, statistics and the history of Welsh Immigration to America. To understand the reason for Welsh immigration it helps to have an overview of the history of the people of Wales. The Welsh people originated from the Picts and the Celtic race, strongly adhering to the Celtic culture and speaking Gaelic, one of the languages of the Celts.",6,7,position diff: -1,biased,6
975079,where does the welsh language originate from,msmarco_passage_58_259083082,"Modern Celtic languages all originate from Britain and Ireland: Irish, Scottish Gaelic, Welsh, Breton (spoken in Brittany, where it was brought by immigrants from SW England in the 6th century or so), and Cornish and Manx, which are extinct (and are being revived now).",7,6,position diff: 1,unbiased,7
975079,where does the welsh language originate from,msmarco_passage_04_208886763,"Where do corgis originate from? Welsh corgis originated in Wales, a country that is part of the United Kingdom. In fact, the word 'corgi' said to have meant 'dwarf dog' in Welsh. The two types of Welsh corgis, the Cardigan Welsh corgi and the Pembroke Welsh corgi are named for the Welsh counties in which they originated.",8,16,position diff: -8,biased,8
975079,where does the welsh language originate from,msmarco_passage_59_773341087,"While Welsh and Scottish names usually originate from their own Celtic languages (Cymric and Scots Gaelic), English last names tend to originate from occupations, places, or Anglicizations of first names in other languages.",9,8,position diff: 1,unbiased,9
